,business_supplier,contacts_url,gold_status,gold_years,main_products,supplier_url
199,"Shenzhen Mingyuda Electronic Co., Ltd.",mingyudacn.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Transformer,Inductor",mingyudacn.en.alibaba.com/company_profile.html#top-nav-bar
200,"Shenzhen Zvepower Technology Co., Ltd.",zvepower.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Electronic Components,Cables and Connectors,Modules,Digital Voltmeter,Sensors",zvepower.en.alibaba.com/company_profile.html#top-nav-bar
201,"Shenzhen Sunkun Technology Co., Ltd.",hkxx.en.alibaba.com/contactinfo.html,Gold Supplier,10,"UV Machine,LED UV Curing System,UV Lamp,LED UV Nail Lamp,IR Machine",hkxx.en.alibaba.com/company_profile.html#top-nav-bar
203,"Dernfu Electronic (Dongguan) Co., Ltd.",dernfu.en.alibaba.com/contactinfo.html,Gold Supplier,12,"Toroidal Transformer,High Voltage Transformer,Voltage regulator,Solenoid,Motor",dernfu.en.alibaba.com/company_profile.html#top-nav-bar
210,"Jiangyin Suokang Electricity Co., Ltd.",jysuokang.en.alibaba.com/contactinfo.html,Gold Supplier,11,"Transformer Core,Ballast Core,Silicon Steel Coil",jysuokang.en.alibaba.com/company_profile.html#top-nav-bar
211,"Zhuozhou Best Technology Development Co., Ltd.",uvbest.en.alibaba.com/contactinfo.html,Gold Supplier,2,"UV lamp,UV accessories,UV curing system,infrared lamps,UV LED curing system",uvbest.en.alibaba.com/company_profile.html#top-nav-bar
215,"Shenzhen Xinhemu Tech Co., Ltd.",harvesttech.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Grow Tent,Grow lighting reflector,electronic Ballast,grow ballast,hydroponics",harvesttech.en.alibaba.com/company_profile.html#top-nav-bar
218,"Hefei Feilon Electronics Co., Limited",feilon.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Terminal Block,Cord Switch,UV Products,Electronic ballast,Electronic products",feilon.en.alibaba.com/company_profile.html#top-nav-bar
219,"Foshan Sincere Electrical Appliance Co., Ltd.",scrlt.en.alibaba.com/contactinfo.html,Supplier,12,"Ceiling Light,Outdoor Light,T8 Batten,Downlight,Louver Light (All Export Only)",scrlt.en.alibaba.com/company_profile.html#top-nav-bar
220,"Shanghai Sylstar Technology Co., Ltd.",sylstar.en.alibaba.com/contactinfo.html,Supplier,1,"LED Lighting (LED Street Lights,LED Bulbs,LED Flood Lights,LED Ceiling Lights)",sylstar.en.alibaba.com/company_profile.html#top-nav-bar
221,"Ningbo Shengyuan Electric Co., Ltd.",aguatop1.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Stainless Steel UV Water Sterilizer,Stainless Steel Water Filter,Stainless Steel UF Water Filter",aguatop1.en.alibaba.com/company_profile.html#top-nav-bar
222,"Jiangsu Huawang Science&Technology Co., Ltd.",jshw.en.alibaba.com/contactinfo.html,Gold Supplier,12,"Enameled Copper Clad Aluminum Wire,Copper Clad Aluminum Wire,Copper Clad Al-Mg Wire,Al-Mg Alloy Wire,Tinned CCA",jshw.en.alibaba.com/company_profile.html#top-nav-bar
223,"Jiangyin Ao Silang Cable Co., Ltd.",jyasl.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Silicone rubber wire,FEP wire,Silicone rubber tube,Auto wire,Engineer leading wire",jyasl.en.alibaba.com/company_profile.html#top-nav-bar
224,"Suzhou Wujiang Xinyu Electrical Material Co., Ltd.",wjxinyu.en.alibaba.com/contactinfo.html,Gold Supplier,10,"Winding Wire,Magnet Wire,Enameled Aluminum Wire,Enamelled Copper Wire,Enameled Copper Clad Aluminum Wire",wjxinyu.en.alibaba.com/company_profile.html#top-nav-bar
225,Suzhou Zhongxin Electric Material Factory,wjzhongxin.en.alibaba.com/contactinfo.html,Gold Supplier,9,"Enameled Aluminum wire,Copper Clad Aluminum winding wire,EAL magnetic wire,ECCA magnetic wire",wjzhongxin.en.alibaba.com/company_profile.html#top-nav-bar
226,"Foshan Baoyuan Electrical Material Co., Ltd.",baoyuan168.en.alibaba.com/contactinfo.html,Gold Supplier,11,"Enamelled Aluminum Wire,Enamelled Copper And Aluminum Wire,Copper Coated Aluminum Wire,Copper Coated Aluminum &amp; Magnesium Wire",baoyuan168.en.alibaba.com/company_profile.html#top-nav-bar
227,Zhejiang Jiahui ,zjjhxl4.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Speaker Cable,Telephone Cable,Audio Cable,Microphone Cable,Alarm Cable",zjjhxl4.en.alibaba.com/company_profile.html#top-nav-bar
228," And Cable Co., Ltd.",magnetwire.en.alibaba.com/contactinfo.html,Gold Supplier,10,"enameled aluminum wires,enameled wire,winding wire,magnet wire,enameled copper wire",magnetwire.en.alibaba.com/company_profile.html#top-nav-bar
229,"Zhengzhou LP Industry Co., Ltd.",wjjzdcx.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Enameled Aluminum round wire,Enameled Copper clad aluminum round wire,electromagnetic wire",wjjzdcx.en.alibaba.com/company_profile.html#top-nav-bar
230,Wujiang Jinzheng Composite Materials Factory,osmuntech.en.alibaba.com/contactinfo.html,Gold Supplier,1,"PTFE,Copper strip &amp; foil,Aluminum strip &amp; foil,Comestic Bottles &amp; Package",osmuntech.en.alibaba.com/company_profile.html#top-nav-bar
231,"Deqing Shenhong New Material Technology Co., Ltd.",nbjhxl.en.alibaba.com/contactinfo.html,Supplier,5,"Wire,Cable",nbjhxl.en.alibaba.com/company_profile.html#top-nav-bar
232,"Guangzhou Guangdian Automotive Electronics Co., Ltd.",lightpoint.en.alibaba.com/contactinfo.html,Gold Supplier,9,"HID Xenon Light,Auto LED Light,car led headlight,drl turn all in one kit,Led decorative lights",lightpoint.en.alibaba.com/company_profile.html#top-nav-bar
233,"Guangzhou OPOO Electronic Technology Co., Ltd.",opoolighting.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Led light bar,Led work light,Led driving light,Led headlight,Hid xenon kit",opoolighting.en.alibaba.com/company_profile.html#top-nav-bar
234,"Yiwu Power Tiger Auto Accessory Co., Ltd.",chinapt.en.alibaba.com/contactinfo.html,Gold Supplier,9,"car halogen bulbs car led bubls,car covers organizers,car decoration products,car charger electronic,car emergency triangle",chinapt.en.alibaba.com/company_profile.html#top-nav-bar
237,"Qingdao Lima Lights Technology Co., Ltd.",qdlima.en.alibaba.com/contactinfo.html,Gold Supplier,11,"Halogen Bulbs,LED Bulbs,HID Bulbs,Fuse,Miniature Bulbs",qdlima.en.alibaba.com/company_profile.html#top-nav-bar
238,"LANSEKO (Guangzhou) Electronic Technology Co., Limited",ulightcn.en.alibaba.com/contactinfo.html,Gold Supplier,5,"LED Headlight Conversion kit,Auto hid xenon kits,LED work lights,LED Warning Light,High power led lights",ulightcn.en.alibaba.com/company_profile.html#top-nav-bar
240,"Guangzhou Ousipu Automotive Accessories Co., Ltd.",ousipu.en.alibaba.com/contactinfo.html,Gold Supplier,7,"Car LED Headlight,Motocycle LED Headlight,LED Signal Bulbs,HID Xenon Kit,Jump Starter",ousipu.en.alibaba.com/company_profile.html#top-nav-bar
241,"Guangzhou Bestop Electronic Co., Ltd.",gzbestop.en.alibaba.com/contactinfo.html,Gold Supplier,7,"car led headlight,led headlight kit,hid xenon kit,hid ballast,sequential mirror light",gzbestop.en.alibaba.com/company_profile.html#top-nav-bar
244,"Guangzhou North & South Lighting Technology Co., Ltd.",nssclighting.en.alibaba.com/contactinfo.html,Gold Supplier,7,"LED Headlight,LED Light Bar,HID Ballast,HID Bulb,LED DRL",nssclighting.en.alibaba.com/company_profile.html#top-nav-bar
249,"Shenzhen Chengming Technologies Co., Ltd.",szautodragons.en.alibaba.com/contactinfo.html,Supplier,9,"Car Lighting,Car Safe Products",szautodragons.en.alibaba.com/company_profile.html#top-nav-bar
253,"Guangzhou Merican Optoelectronic Technology Co., Ltd",cn-ss.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Solarium Tanning Bed,PDT Collagen Red Light Therapy Beauty Machine,LED Light Therapy Machine,UV Therapy Machine",cn-ss.en.alibaba.com/company_profile.html#top-nav-bar
256,"Foshan Shunde Aozhong Lighting Co., Ltd.",sd-gaoneng.en.alibaba.com/contactinfo.html,Gold Supplier,12,"Magnetic ballast,Fluorescent lamp,Ceiling lamp,Electronic ballast,Lamp holder",sd-gaoneng.en.alibaba.com/company_profile.html#top-nav-bar
261,"Jiangmen Ogjg Lighting And Electronic Co., Ltd.",jmogl.en.alibaba.com/contactinfo.html,Supplier,11,LED Linear Light Fixture,jmogl.en.alibaba.com/company_profile.html#top-nav-bar
268,"Guangzhou Milan Electronics Co., Ltd.",mlauto.en.alibaba.com/contactinfo.html,Gold Supplier,8,"HID headlight,LED headlight,Auto Lights,Auto Parts,Xenon Ballast",mlauto.en.alibaba.com/company_profile.html#top-nav-bar
270,"Universelite Co., Ltd.",universelite.en.alibaba.com/contactinfo.html,Gold Supplier,16,"LED lamps,Induction Lamp,HID Grow Light",universelite.en.alibaba.com/company_profile.html#top-nav-bar
271,"Changzhou Peide Water Treatment Equipment Co., Ltd.",jsczpeide.en.alibaba.com/contactinfo.html,Gold Supplier,10,"UV Sterilizer,Electronic Water Descaler,Water Filter,Chemical Dosing System,Condenser Tube Cleaning System",jsczpeide.en.alibaba.com/company_profile.html#top-nav-bar
282,"Nanjing Yizhijin Garment Accessory Co., Ltd.",labels.en.alibaba.com/contactinfo.html,Gold Supplier,7,"Military Uniform Accessories,Shoulder Epaulettes,Military Patches and Badges,Peaked Cap,Police Cap",labels.en.alibaba.com/company_profile.html#top-nav-bar
283,"Wuhan Jarmoo Flag Co., Ltd.",jarmoo-flag.en.alibaba.com/contactinfo.html,Supplier,6,"Tent,Display,Flag And Banner,Apparel And Accessories,Sun Umbrella",jarmoo-flag.en.alibaba.com/company_profile.html#top-nav-bar
284,"Hengxing Caps And Garments Co., Ltd.",cncaps.en.alibaba.com/contactinfo.html,Supplier,7,"Beanies,Baseball Cap,Snapback Cap,5 Panel Cap,Clothing",cncaps.en.alibaba.com/company_profile.html#top-nav-bar
285,Yangxi Xiangli Caps & Bags Factory,chinacap168.en.alibaba.com/contactinfo.html,Gold Supplier,9,"Caps,sport cap,Clothing,hat,Visor Hat",chinacap168.en.alibaba.com/company_profile.html#top-nav-bar
286,"Baoding Qianzun Import And Export Co., Ltd.",qianzun88.en.alibaba.com/contactinfo.html,Gold Supplier,8,"Caps,Garments,Bags",qianzun88.en.alibaba.com/company_profile.html#top-nav-bar
287,"Hangzhou Yipai Import & Export Trade Co., Ltd.",yipaiartist.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Socks,Tights,Leggings,Gloves,scarfs",yipaiartist.en.alibaba.com/company_profile.html#top-nav-bar
288,TRADEPOINT ENTERPRISE SDN. BHD.,my1322489615lmyc.trustpass.alibaba.com/contactinfo.html,Gold Supplier,1,"Lighter,.,.,.,.",my1322489615lmyc.trustpass.alibaba.com/company_profile.html#top-nav-bar
289,"Dongguan Yangyang Sporting Goods Co., Limited",yangyangsports.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Cycling jerseys,T-shirt,Basketball jersey,sports caps,dgital printing",yangyangsports.en.alibaba.com/company_profile.html#top-nav-bar
290,"Hangzhou SJ Import & Export Co., Ltd.",sj-sun.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Sport &amp; Outdoor Product,Fitness Product,Home &amp; Kitchen,Pet Product",sj-sun.en.alibaba.com/company_profile.html#top-nav-bar
291,Guangzhou Caizhu Hardware Handicraft Article Factory,caizhu.en.alibaba.com/contactinfo.html,Gold Supplier,15,"Pet cage,coffee capsule holder,wine rack,bathroom rack,tile display rack",caizhu.en.alibaba.com/company_profile.html#top-nav-bar
292,"Changsha Tops Crafts Co., Ltd.",tops-gift.en.alibaba.com/contactinfo.html,Supplier,5,"Fridge Magnet,Button Badge,Silicone Bracelets,Mug,License Plates",tops-gift.en.alibaba.com/company_profile.html#top-nav-bar
293,Zhongshan Xiaolan Lianxin Gifts&Arts Factory,lianxingifts.en.alibaba.com/contactinfo.html,Supplier,7,"Lanyard,Wristband,Keychain",lianxingifts.en.alibaba.com/company_profile.html#top-nav-bar
294,"Changsha Tops Crafts Co., Ltd.",tops1.en.alibaba.com/contactinfo.html,Gold Supplier,2,"fridge magnet,button badge,license plate,paper notebook,souvenir silicon bracelet",tops1.en.alibaba.com/company_profile.html#top-nav-bar
295,"Suzhou Boce Culture Promotion Gifts Co., Ltd.",cinhai.en.alibaba.com/contactinfo.html,Supplier,7,"Silicone Wristband,Promotional Gifts (Phone Holder,Keychain,Luggage Tag,Coaster,Badge)",cinhai.en.alibaba.com/company_profile.html#top-nav-bar
296,"Yiwu Nide Gifts Co., Ltd.",unitedcrafts2013.en.alibaba.com/contactinfo.html,Gold Supplier,6,"wall clock,artificial fruit,slap band,plush toys,home decorative items",unitedcrafts2013.en.alibaba.com/company_profile.html#top-nav-bar
297,"Yiwu United Crafts Co., Ltd.",unitedcrafts.en.alibaba.com/contactinfo.html,Gold Supplier,9,"Promotional gifts,crafts,slap wristband,bracelets,artificial crafts",unitedcrafts.en.alibaba.com/company_profile.html#top-nav-bar
298,"Zhaoqing Gaoyao Ancheng Silicone And Hardware Technology Co., Ltd.",gyancheng.en.alibaba.com/contactinfo.html,Gold Supplier,10,"silicone bracelet,silicone wristband,silicone band,silicone keychain,silicone slap bracelet",gyancheng.en.alibaba.com/company_profile.html#top-nav-bar
299,"Hefei Desent International Trade Co., Ltd.",desent.en.alibaba.com/contactinfo.html,Supplier,4,"Silicone Products,PVC Products,Hardware Products",desent.en.alibaba.com/company_profile.html#top-nav-bar
300,Zhaoqing Gaoyao Ruilong Silicone Craft & Gifts Ltd.,gdruixin.en.alibaba.com/contactinfo.html,Gold Supplier,7,"silicone bracelets,silicone keychain,silicone slap bands,pvc keychain/bands,pvc frame",gdruixin.en.alibaba.com/company_profile.html#top-nav-bar
301,Quanzhou Changyi Crafts Gifts Limited,choyi.en.alibaba.com/contactinfo.html,Gold Supplier,11,"Mermaid item,Ball Pen,luggage tag,mirror,silicone bracelet",choyi.en.alibaba.com/company_profile.html#top-nav-bar
302,Zhongshan Xiaolan Lianxin Gifts & Arts Factory,lxgifts.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Lanyard,Wristband,phone holder,PVC product",lxgifts.en.alibaba.com/company_profile.html#top-nav-bar
305,"Zhaoqing City Gaoyao District Jiafeng Silicone Products Co., Ltd.",wristbandfamily.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Silicone Wristband,Silicone Keychain,PVC Keychain,PVC Patch,Embroidery patch",wristbandfamily.en.alibaba.com/company_profile.html#top-nav-bar
306,Shenzhen Baoan Shajing SpacePeak Silicone Products Factory,siliconfactory.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Silicon bracelet,silicon rubber Gifts,Mobile phone covers,silicon watches,kitchenwares",siliconfactory.en.alibaba.com/company_profile.html#top-nav-bar
307,C&F Gifts Industrial Ltd.,51bestsilicone.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Silicone mobile accessories,Silicone watch,Silicone ice cube mold,silicone cake mold,silicone baby bibs",51bestsilicone.en.alibaba.com/company_profile.html#top-nav-bar
309,"Winsun Imp. & Exp. Group Co., Ltd.",winsungifts.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Silicone wristbands and keychain,Silicone classic popular gifts,PVC keychain and wristband,Fabric wristband,party and holiday celebrations",winsungifts.en.alibaba.com/company_profile.html#top-nav-bar
310,"Zhaoqing Gaoyao Changshi Metal Crafts Co., Ltd.",changshilipin.en.alibaba.com/contactinfo.html,Gold Supplier,4,"wrist band,PVC key chains,badges,fridge magnets,slap ruler",changshilipin.en.alibaba.com/company_profile.html#top-nav-bar
311,"Hefei Gu De Garments Co., Ltd.",gudegift.en.alibaba.com/contactinfo.html,Gold Supplier,1,"cloth,Fabric bag,gift",gudegift.en.alibaba.com/company_profile.html#top-nav-bar
316,"Neworiental Gift Co., Ltd.",neworientalgift.en.alibaba.com/contactinfo.html,Gold Supplier,11,"silicone wristband,silicone bracelet,watch,dog tag,key chain",neworientalgift.en.alibaba.com/company_profile.html#top-nav-bar
318,"Shenzhen Three Winner Silicone And Plastic Technology Co., Ltd.",tw-silicone.en.alibaba.com/contactinfo.html,Gold Supplier,9,"id wristbands Bracelet,Custom QR Code Bracelets,Silicone Watches,Pet Products,Gift Products",tw-silicone.en.alibaba.com/company_profile.html#top-nav-bar
320,"Shenzhen Xinyin Environment Rubber Product Co., Ltd.",szxinyin.en.alibaba.com/contactinfo.html,Gold Supplier,4,"No residue adhesive tap,Sticky screen cleaner,Reuable sticker,Magic hook,silicone promotional gift",szxinyin.en.alibaba.com/company_profile.html#top-nav-bar
321,"Winsun Imp. & Exp. Group Co., Ltd.",zjwinsun.en.alibaba.com/contactinfo.html,Gold Supplier,16,"Bags,luggage,fabrics,apparel,garments",zjwinsun.en.alibaba.com/company_profile.html#top-nav-bar
329,Gaoyao District Jindu Town Shilipai Hardware & Silicone Product Factory,lianxingift.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Silicone wristbands,Silicone keychains,Gifts &amp; Crafts,Silicone phone cases,Silicone coasters",lianxingift.en.alibaba.com/company_profile.html#top-nav-bar
330,"Guangzhou Holywish Promo Gift Co., Ltd.",holywish.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Lanyards,Stubby holders,Neoprene Laptop bag,Neoprene lunch bag,Bottle Holder Sleeve",holywish.en.alibaba.com/company_profile.html#top-nav-bar
331,Fuzhou Dingxing Garment & Fashion Accessory Corp.,dxpromotions.en.alibaba.com/contactinfo.html,Gold Supplier,14,"Multi-functional Bandana,Can Cooler,Mouse Pad,Bags,Wristbands",dxpromotions.en.alibaba.com/company_profile.html#top-nav-bar
332,Quanzhou Ruisheng ,bagsmaker.en.alibaba.com/contactinfo.html,Gold Supplier,1,"backpack,laptop bag,sport bag,promotional bag,cosmetic bag",bagsmaker.en.alibaba.com/company_profile.html#top-nav-bar
333," Co., Ltd.",daydance.en.alibaba.com/contactinfo.html,Supplier,4,"Dance Shoes,Ballet Tutu Dress,Ballet Leotards,Latin Dress,Dance Tights",daydance.en.alibaba.com/company_profile.html#top-nav-bar
334,"Shenzhen DanceBeauty Clothing Co., Ltd.",cndeqi.en.alibaba.com/contactinfo.html,Supplier,8,Bags,cndeqi.en.alibaba.com/company_profile.html#top-nav-bar
335,Yiwu Deqi ,everspringbags.en.alibaba.com/contactinfo.html,Gold Supplier,4,"backpack,cosmetic bags,promotional bags,cooler bags,tool bags",everspringbags.en.alibaba.com/company_profile.html#top-nav-bar
336," & Case Co., Ltd.",eachone.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Trading,Marketing,manufacturer,Exporting",eachone.en.alibaba.com/company_profile.html#top-nav-bar
337,Quanzhou Ever Spring ,sproutjewel.en.alibaba.com/contactinfo.html,Gold Supplier,5,"necklace,bracelet,earring,ring,brooch",sproutjewel.en.alibaba.com/company_profile.html#top-nav-bar
338," Co., Ltd.",jiefachina.en.alibaba.com/contactinfo.html,Gold Supplier,10,"Stationery &amp; Promotion,Party &amp; Festive,Fashion Hosiery,Traveling Products",jiefachina.en.alibaba.com/company_profile.html#top-nav-bar
339,"Xiamen Eachone Industrial Co., Ltd.",hstyle.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Party Decoration,Christmas,Promotional,Wedding Favor,Party Supply",hstyle.en.alibaba.com/company_profile.html#top-nav-bar
340,"Yiwu Canrui Jewelry Co., Ltd.",papermanufactures.en.alibaba.com/contactinfo.html,Gold Supplier,2,"party decoration,paper decoration,paper banners,birthday decoration,festival decoration",papermanufactures.en.alibaba.com/company_profile.html#top-nav-bar
341,"Hangzhou Jiefa Materials Co., Ltd.",ownerparty.en.alibaba.com/contactinfo.html,Gold Supplier,5,"Party Favors,Party Decoration,Christmas Items,Stationary &amp; Promotion,Fashion Hoisery",ownerparty.en.alibaba.com/company_profile.html#top-nav-bar
342,"Yangzhou Sailing Trade Co., Ltd.",myhf.en.alibaba.com/contactinfo.html,Gold Supplier,9,"Plush toys,Plush material,Stuffed animal toys,Pet toys,Soft toys",myhf.en.alibaba.com/company_profile.html#top-nav-bar
343,"Yangzhou Zhongxi Plush Toys Gift Co., Ltd.",yzzxwj.en.alibaba.com/contactinfo.html,Gold Supplier,2,"plush toys,gift,home textiles,pet toys,baby toys",yzzxwj.en.alibaba.com/company_profile.html#top-nav-bar
