,business_supplier,contacts_url,gold_status,gold_years,main_products,supplier_url,supplier_name_copy,rating,contact_name,contact_dept,Address:,Zip:,Country/Region:,Province/State:,City:
64,"Fujian Century Sea Power Co., Ltd.",https://gzfenlin.en.alibaba.com/contactinfo.html,Supplier,9,"Steam Generator, Water Spa, Sauna Heater, Swimming Pool Equipment, Fountain",https://gzfenlin.en.alibaba.com/company_profile.html#top-nav-bar,"Guangzhou Fenlin Swimming Pool & Sauna Equipment Co., Ltd.,Supplier",4.8,Ms. Jenny Lee,Sales,"No.1 Shuanggang Villiage, Jianggao Town, Baiyun District, Guangzhou, China",510000,China,Guangdong,Guangzhou
65,"Guangzhou Fenlin Swimming Pool & Sauna Equipment Co., Ltd.",https://kshym.en.alibaba.com/contactinfo.html,Gold Supplier,9,"Floor Scrubber, Vacuum Cleaner, Floor Sweeper, High Pressure Washer, Multifunctioanl Burnishers",https://kshym.en.alibaba.com/company_profile.html#top-nav-bar,"Kunshan Huiyuan Trading Co., Ltd.",4.3,Ms. Joyce Yang,Director/CEO/General Manager,"No.10 Zhongyin Road,Kunshan Development Zone, Suzhou, Jiangsu, China (Mainland)",,China,Jiangsu,kunshan
66,"Kunshan Huiyuan Trading Co., Ltd.",https://blooming-sprayer.en.alibaba.com/contactinfo.html,Supplier,11,"Foam Pump, Lotion Pump, Airless Bottle, All Plastic Trigger Sprayer, PET Jar",https://blooming-sprayer.en.alibaba.com/company_profile.html#top-nav-bar,"Yuyao Blooming Commodity Co., Ltd.",4.9,Ms. Maple Ma,Sales,"No.8,Zhujiang Road,Mazhu Town,Yuyao,Zhejiang Province,China",315450,China,Zhejiang,Yuyao
67,"Yuyao Blooming Commodity Co., Ltd.",https://toption.en.alibaba.com/contactinfo.html,Gold Supplier,7,"glass reactor, rotary evaporator system, photochemical reactor system, freeze dryer, spray dryer",https://toption.en.alibaba.com/company_profile.html#top-nav-bar,"Xian Toption Instrument Co., Ltd.",5.0,Ms. Toption Manager,Director/CEO/General Manager,GaoXin district,710061,China,Shaanxi,xi'an
68,"Xian Toption Instrument Co., Ltd.",https://sjzhf.en.alibaba.com/contactinfo.html,Gold Supplier,10,"Engine &amp; Engine Parts, Diesel Generator, Boat Engine, Carbon Clean Machine, Diesel Water Pump Set",https://sjzhf.en.alibaba.com/company_profile.html#top-nav-bar,"Shijiazhuang Houfeng Trading Co., Ltd.",4.9,Ms. Juccy Tan,Sales,"No.188 Huailing Road,Yuhua District,Shijiazhuang",050000,China,Hebei,Shijiazhuang
69,"Shijiazhuang Houfeng Trading Co., Ltd.",https://sunflowersolar.en.alibaba.com/contactinfo.html,Gold Supplier,15,"Solar Water Heater, Solar panel, Solar attic fan, Solar air conditioner, wheelchair",https://sunflowersolar.en.alibaba.com/company_profile.html#top-nav-bar,"Changzhou 1st Sunflower Intelligence Technology Co., Ltd.",5.0,Mr. Deo Xu,Director/CEO/General Manager,"NO.1, Hongxi Road, Niutang Industrial District,",213163,China,Jiangsu,Changzhou
70,"Hangzhou Triumph Imp And Exp Co., Ltd.",https://cntriumph.en.alibaba.com/contactinfo.html,Supplier,10,"Grow Light Fixtures, Inline Fans, HPS Lamp, Hydroponic Carbon Filters, Rolling Bench Tables, CO2 Generator, Garden Accessories (only export)",https://cntriumph.en.alibaba.com/company_profile.html#top-nav-bar,"Hangzhou Triumph Imp And Exp Co., Ltd.,Supplier",5.0,Ms. Judy Wu,Director/CEO/General Manager,"No.8 XiyuanRd,West lake District.",310012,China,Zhejiang,hangzhou
71,"Shenzhen Lantsun Electronic Technology Co., Ltd.",https://lantsun.en.alibaba.com/contactinfo.html,Gold Supplier,8,"Jeep wrangler parts, LED Work Light, LED Off Road Light, led light mount brackets, HID Bulbs",https://lantsun.en.alibaba.com/company_profile.html#top-nav-bar,,,Ms. Sunny Lantsun,Director/CEO/General Manager,"23,Nanmatou Road,PuDong District,Shanghai.",200023,China,Shanghai,Shanghai
72,"Hangzhou ForTek Electronics Co., Limited",https://cnfortek.en.alibaba.com/contactinfo.html,Gold Supplier,6,"LED Headlight, HID Xenon kits, Auto DRL, Off Road light bar, Car Electronics Accessories",https://cnfortek.en.alibaba.com/company_profile.html#top-nav-bar,"Hangzhou ForTek Electronics Co., Limited",4.8,Mr. Justin Song,Director/CEO/General Manager,"D Floor 1st Building, Glod Finger  Industrial Park,4th South JInjiadu Road",,China,Zhejiang,Hangzhou
73,"Shenzhen Hixem Electronics Co., Ltd.",https://szhixem.en.alibaba.com/contactinfo.html,Gold Supplier,7,"HID ballast, Xenon lamp, HID conversion kits, car LED light, Parking sensor",https://szhixem.en.alibaba.com/company_profile.html#top-nav-bar,"Shenzhen Hixem Electronics Co., Ltd.",1.0,Mr. Vanja Wang,Sales,"BAOAN, SHIYAN",,China,Guangdong,Shenzhen
74,"Guangzhou AES Car Parts Co., Ltd.",https://aescar.en.alibaba.com/contactinfo.html,Gold Supplier,11,"HID projector lens, headlight angel eyes, HID kit, HID bulb, HID ballast",https://aescar.en.alibaba.com/company_profile.html#top-nav-bar,"Guangzhou AES Car Parts Co., Ltd.",,Ms. Hellen Huang,,yongfu road,510000,China,Guangdong,guangzhou
75,"Guangzhou Shengda Electronic Co., Ltd.",https://ugghid.en.alibaba.com/contactinfo.html,Gold Supplier,11,"LED Headlight, LED Car Headlight, LED Angel Eyes, HID Xenon, Auto Headlight",https://ugghid.en.alibaba.com/company_profile.html#top-nav-bar,"Guangzhou Shengda Electronic Co., Ltd.",4.9,Ms. LED headlight UGGV,Sales,"#2501, Doutang Road, Yonghe Industrial Zone, Luogang Dist.",510730,China,Guangdong,"Guangzhou,"
76,Shenzhen Maihao Trading Company Limited,https://mhcarparts.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Car Sensor, Switch, Solenoid, Fuel Pump, Fuel Injector",https://mhcarparts.en.alibaba.com/company_profile.html#top-nav-bar,Shenzhen Maihao Trading Company Limited,4.9,Ms. Vivian Ma,Director/CEO/General Manager,Fuyong town,518103,China,Guangdong,Shenzhen
77,"Guangzhou Liwin Electronic Technology Co., Ltd.",https://liwin.en.alibaba.com/contactinfo.html,Gold Supplier,8,"LED Headlight, LED Work Light, LED Light Bar, Car LED Light, Hid Ballast",https://liwin.en.alibaba.com/company_profile.html#top-nav-bar,"Guangzhou Liwin Electronic Technology Co., Ltd.",4.9,Mr. Kirby Ke,Director/CEO/General Manager,"4th floor,Guanger Yongtai Buiding No.810 chongyun road,",510000,China,Guangdong,Guangzhou
78,"Guangzhou Kungfu Decoration Materials Co., Ltd.",https://speedlight.en.alibaba.com/contactinfo.html,Gold Supplier,7,"LED HeadLight, HID Xenon, HID Ballast, Car LED Light, HID Xenon Bulb",https://speedlight.en.alibaba.com/company_profile.html#top-nav-bar,"Guangzhou Kungfu Decoration Materials Co., Ltd.",4.7,Mr. Stone SHI,Director/CEO/General Manager,"509-510, ZhiZao Plaza, No. 933 Guanghua Yi Road, Baiyun District",510440,China,Guangdong,Guangzhou
79,"Dalian Xinghai Technology Co., Ltd.",https://dlxhkj.en.alibaba.com/contactinfo.html,Gold Supplier,3,"LED Bulb Light, Refrigerator LED Light Bar, LED Tube Light, LED High Bay Light, LED Flood Light",https://dlxhkj.en.alibaba.com/company_profile.html#top-nav-bar,"Dalian Xinghai Technology Co., Ltd.",4.9,Mr. Johnson Ma,Director/CEO/General Manager,economic and technological development zone tieshan west road 47#,116600,China,Liaoning,Dalian
80,"Shiyan Dongsu Industry & Trade Co., Ltd.",https://dsengineparts.en.alibaba.com/contactinfo.html,Supplier,1,"Engine Parts, Fuel Pump, Injector, Oil Pump, Nox Sensor",https://dsengineparts.en.alibaba.com/company_profile.html#top-nav-bar,"Shiyan Dongsu Industry & Trade Co., Ltd.,Supplier",5.0,Ms. Lydia Li,,Bailang Auto Parts Town,442013,China,Hubei,Shiyan
81,"Shenzhen SaiRi Battery Co., Ltd.",https://superbattery.en.alibaba.com/contactinfo.html,Gold Supplier,8,"Portable UPS, 18650 battery pack, E-bike battery, Car jump starter, Energy Storage Pack",https://superbattery.en.alibaba.com/company_profile.html#top-nav-bar,"Shenzhen SaiRi Battery Co., Ltd.",5.0,Mr. Tobby  Dong,Sales,"Room 1023,Solar Silicon Valley Building A,Queshan Road,Dalang Street,Bao'an District,Shenzhen City,China",518109,China,Guangdong,ShenZhen
82,"Zhejiang Anan Lighting Co., Ltd.",https://ledtubelight.en.alibaba.com/contactinfo.html,Supplier,2,"Fluorescent tube, LED tube",https://ledtubelight.en.alibaba.com/company_profile.html#top-nav-bar,,,Ms. Anan Zhejiang,Sales,"No.6, Yuansan RD., Huabu Town, Kaihua City",324300,China,Zhejiang,Quzhou
83,"Shenzhen Huazhong Lighting Co., Ltd.",https://hz-led.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Led Tube Light, Led Grow Light, Led Panel Light, Led Floodlight, Led Downlight",https://hz-led.en.alibaba.com/company_profile.html#top-nav-bar,"Shenzhen Huazhong Lighting Co., Ltd.",,Ms. Viola Wu,,"Floor 4, Building 1, Sanhe International Ecological Technology Park, Baoshan New Village, Dalang Subdistrict, Longhua District",,China,Guangdong,Shenzhen
84,"Shenzhen Benwei Electronic Co., Ltd.",https://bwelectr.en.alibaba.com/contactinfo.html,Gold Supplier,3,"beauty nail, beauty care tool, beauty machine, beauty care massager",https://bwelectr.en.alibaba.com/company_profile.html#top-nav-bar,"Shenzhen Benwei Electronic Co., Ltd.",4.3,Mr. Mike Huang,Director/CEO/General Manager,LONGHUA,518109,China,Guangdong,Shenzhen
85,"Anhui Lanrui Electronics Technology Co., Ltd.",https://ahlr.en.alibaba.com/contactinfo.html,Supplier,9,"LED Indoor Lighting, LED Outdoor Lighting",https://ahlr.en.alibaba.com/company_profile.html#top-nav-bar,"Anhui Lanrui Electronics Technology Co., Ltd.,Supplier",3.6,Ms. lisa Zhang,Director/CEO/General Manager,"No.163,Jianshe Road,Tiantang Town,Yuexi County,Anqing City,Anhui,China.",518131,China,Anhui,Anqing
86,"Meizhou Green Lantern Technology Co., Ltd.",https://lvdengxia.en.alibaba.com/contactinfo.html,Gold Supplier,2,"led grow light, LED night lamp, led high bay light, led street lamp, solar light",https://lvdengxia.en.alibaba.com/company_profile.html#top-nav-bar,"Meizhou Green Lantern Technology Co., Ltd.",4.7,Ms. Faith Wei,Sales,Jiangbei Xinxiangchen ,514000,China,Guangdong, Meizhou
87,"Shenzhen Zhongxin Lighting Technology Co., Ltd.",https://chungxin.en.alibaba.com/contactinfo.html,Gold Supplier,10,"LED Lighting Products (LED Tube Light, LED Downlight, LED High Bay Light, LED Panel Light, LED Spot Light)",https://chungxin.en.alibaba.com/company_profile.html#top-nav-bar,"Shenzhen Zhongxin Lighting Technology Co., Ltd.",5.0,Mr. lion Wang,Sales,"2F,Block 2, ChangGuang Industry, AoBei 2 village, Henggang Town, LongGang District, ShenZhen, China.",518031,China,Guangdong,shenzhen
88,Shenzhen Number Energy Saving Corporation,https://sznumber.en.alibaba.com/contactinfo.html,Supplier,9,"Grow Lighting Fixture, Plant Lamp, Smart Lighting Controller, Ballast, LED Lights",https://sznumber.en.alibaba.com/company_profile.html#top-nav-bar,"Shenzhen Number Energy Saving Corporation,Supplier",5.0,Ms. Crystal Zhao,Marketing,"6#,first Caiyun Road,Ailian Village,Longgang Town,Longgang District ",518172,China,Guangdong,Shenzhen
89,"Changsha StarLighting Co., Ltd.",https://csxldl.en.alibaba.com/contactinfo.html,Gold Supplier,3,"electronic ballast, grow light fixture, digital lighting controller, hid bulb, hps road light ballast",https://csxldl.en.alibaba.com/company_profile.html#top-nav-bar,"Changsha StarLighting Co., Ltd.",5.0,Ms. Jasmine Xiong,Sales,"Juxing Pioneering Base, No.8 Lujing Road, Hi-tech Development Zone",410205,China,Hunan,chansgha
90,"Jiangsu Shenxing Photoelectricity Medical Apparatus Co., Ltd.",https://snxin.en.alibaba.com/contactinfo.html,Supplier,9,"UV Lamp, UV Sterilizer, UV Air Purifier, UV Lamp Trolley",https://snxin.en.alibaba.com/company_profile.html#top-nav-bar,"Jiangsu Shenxing Photoelectricity Medical Apparatus Co., Ltd.,Supplier",4.9,Ms. sylvia liu,Other,Yangzi road shizhuang village lingang new city jiangyin,214446,China,Jiangsu,Wuxi
91,"Wenzhou Sunny Electrical Co., Ltd.",https://sunnyelectrical.en.alibaba.com/contactinfo.html,Gold Supplier,8,"Switch, Wall Switch, electric socket, extension socket, touch switch",https://sunnyelectrical.en.alibaba.com/company_profile.html#top-nav-bar,"Wenzhou Sunny Electrical Co., Ltd.",,Ms. Tina Yan,Sales,"No.12,North Huancheng Road,Shacheng, Town,Longwan,Wenzhou,Zhejiang,China",325025,China,Zhejiang,Wenzhou
92,"Chongqing Renownuv Electric Co., Ltd.",https://renownuv.en.alibaba.com/contactinfo.html,Gold Supplier,3,"electronic ballast, UV lamp, UV water sterilizer, UV air purifier, uv water treatment",https://renownuv.en.alibaba.com/company_profile.html#top-nav-bar,,,,,,,,,
93,"Shanghai Yitu Electronic Technology Co., Ltd.",https://shyitu.en.alibaba.com/contactinfo.html,Gold Supplier,10,"UVA LAMP FOR PHILIPS, UVB LAMP FOR PHILIPS, UVC LAMP FOR PHILIPS, INFRARED, Electronic Ballast",https://shyitu.en.alibaba.com/company_profile.html#top-nav-bar,"Shanghai Yitu Electronic Technology Co., Ltd.",4.8,Ms. yang zhang,,"No.1007-1009 ChangZhong Road ,Jing'an District ,Shanghai, China",200434,China,Shanghai,SHANGHAI
94,"Jiangsu Deyi Xiangyu Optoelectronic Technology Co., Ltd.",https://xyelectronics.en.alibaba.com/contactinfo.html,Gold Supplier,7,"Electronic Ballast, LED Bicycle Light, Interior Dome Light, LED Tube, LED Bulb",https://xyelectronics.en.alibaba.com/company_profile.html#top-nav-bar,"Jiangsu Deyi Xiangyu Optoelectronic Technology Co., Ltd.",0.0,Ms. Juan Wang,Sales,"dongmao village,Fangxian town,Danyang City",212321,China,Jiangsu,zhenjiang
95,"Shanghai Hampool Enterprise Co., Limited",https://hampool.en.alibaba.com/contactinfo.html,Supplier,3,"Insulation Products, Electronic Components",https://hampool.en.alibaba.com/company_profile.html#top-nav-bar,"Shanghai Hampool Enterprise Co., Limited,Supplier",5.0,Ms. Sophia Pu,,"Floor 4,  Building 12, Lane 1755 Wenbei Rd., Nanxiang Town,  Jiading District",201802,China,Shanghai,shanghai 
96,"Wenzhou Baoteng Electrical Co., Ltd.",https://baotenlink.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Insulated Terminal, Cord End sleeve, Quick disconnector, Bootlace ferrules, Cable Lug",https://baotenlink.en.alibaba.com/company_profile.html#top-nav-bar,"Wenzhou Baoteng Electrical Co., Ltd.",5.0,,,,,,,
97,"Shanghai Tittrick Electronic Technology Co., Ltd.",https://tittrick01.en.alibaba.com/contactinfo.html,Supplier,1,"Wiring Duct, Cable Gland, Adaptor For Flexible Conduit, Flexible Conduit, Cable Tie, Terminal Lugs",https://tittrick01.en.alibaba.com/company_profile.html#top-nav-bar,"Shanghai Tittrick Electronic Technology Co., Ltd.,Supplier",,,,,,China,,
98,Sentlon Auto Electric Sales Department (Guangzhou),https://sentlon.en.alibaba.com/contactinfo.html,Gold Supplier,2,"auto switch, auto fuse, auto relay and flasher, car led bulb&amp;socket, auto connector",https://sentlon.en.alibaba.com/company_profile.html#top-nav-bar,Sentlon Auto Electric Sales Department (Guangzhou),4.9,Mr. pailin Chen,Director/CEO/General Manager,"A116, Yiyun Plaza,, No.79 Yongfu Road, Guangzhou , China",,China,Guangdong,Guangzhou
99,"Zhuji Bofit Machinery Co., Ltd.",https://bofit.en.alibaba.com/contactinfo.html,Gold Supplier,4,"lubrication tools, grease nipple, auto repair tool, auto parts, hardware",https://bofit.en.alibaba.com/company_profile.html#top-nav-bar,"Zhuji Bofit Machinery Co., Ltd.",5.0,Ms. BOFIT MACHINERY,Sales,Diankou Town,311835,China,Zhejiang,Zhuji
100,"Yueqing Shicheng Power Technology Co., Ltd.",https://yqshicheng.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Hand Tools, Garden Tools, Power Tool Accessory, Paint and Spray Tools, Safety and Security",https://yqshicheng.en.alibaba.com/company_profile.html#top-nav-bar,"Yueqing Shicheng Power Technology Co., Ltd.",4.8,,,,,China,,
101,"Zhejiang Wubai Electric Power Fitting Co., Ltd.",https://wubai.en.alibaba.com/contactinfo.html,Gold Supplier,1,"cable lug, terminal, connection",https://wubai.en.alibaba.com/company_profile.html#top-nav-bar,"Zhejiang Wubai Electric Power Fitting Co., Ltd.",4.9,Mr. Leo chen,Sales,xiangyang industrial  zone liushi yueqing ,325604,China,Zhejiang,wenzhou 
102,"Foshan Guang Long Copper Industry Co., Ltd.",https://gl-copper.en.alibaba.com/contactinfo.html,Gold Supplier,2,"brass terminal, screw terminal, plug insert, plug insert pin, plug pin",https://gl-copper.en.alibaba.com/company_profile.html#top-nav-bar,,,Ms. Joanna Leung,Sales,"12th Eastern Xiantang Industrial Zone,Longjiang Town,Shunde District",528319,China,Guangdong,Foshan
103,"Chengdu HTLL Technology Co., Ltd.",https://htll.en.alibaba.com/contactinfo.html,Gold Supplier,7,"Mosquito killer lamp, Mosquito trap, Travel adapter, heat shrink termianls, solder connector",https://htll.en.alibaba.com/company_profile.html#top-nav-bar,"Chengdu HTLL Technology Co., Ltd.",4.3,Ms. vivi yu,Sales,Chongzhou Industrial Park No.138,,China,Sichuan,ChengDu
104,"Dongguan Bosi Hardware Electronic Co., Ltd.",https://gdbosi.en.alibaba.com/contactinfo.html,Gold Supplier,2,"precision metal stamping product, stamping mould, battery contact, shield case, metal terminal",https://gdbosi.en.alibaba.com/company_profile.html#top-nav-bar,"Dongguan Bosi Hardware Electronic Co., Ltd.",5.0,Ms. Smile Wu,Sales,No.172jingfu west road Ya,523788,China,Guangdong,DongGuan
105,"Foshan Baida Electrical Co., Ltd.",https://baidadianqi.en.alibaba.com/contactinfo.html,Gold Supplier,9,"Toroidal Transformer, Audio transformer, transformer core, UPS, Accessories",https://baidadianqi.en.alibaba.com/company_profile.html#top-nav-bar,"Foshan Baida Electrical Co., Ltd.",5.0,Mr. David Chen,Owner/Entrepreneur,"NO.3 EAST LIANHE INDUSTRIAL ZONE,LUOCUN,NANHAI,FOSHAN,GUANGDONG,CHINA",528000,China,Guangdong,FOSHAN
106,"Hebei Flash Cure Optoelectronic Technology Co., Ltd.",https://flashcure.en.alibaba.com/contactinfo.html,Gold Supplier,2,"UV LAMP, UV EPS, UV LIGHT, UV LED, UV CURE",https://flashcure.en.alibaba.com/company_profile.html#top-nav-bar,"Hebei Flash Cure Optoelectronic Technology Co., Ltd.",,Ms. amy liang,,"GuoZhai NO.2 building Unit one 1203 room GaoKai district,Baoding",071051,China,Hebei,Baoding
107,"Hebei Flash Cure Optoelectronic Technology Co., Ltd.",https://txuv.en.alibaba.com/contactinfo.html,Gold Supplier,2,"UV LAMP, UV EPS, UV LIGHT, UV LED, UV CURE",https://txuv.en.alibaba.com/company_profile.html#top-nav-bar,"Hebei Flash Cure Optoelectronic Technology Co., Ltd.",,Ms. Amy Liang,,"GuoZhai NO.2 building Unit one 1203 room GaoKai district,Baoding",071051,China,Hebei,Baoding
108,"Dongguan Golden Eagle Coil Co., Ltd.",https://goldeneagle.en.alibaba.com/contactinfo.html,Gold Supplier,12,"wireless charger coil, rf coil, induction coil, transformer, Hearing Aid Coil",https://goldeneagle.en.alibaba.com/company_profile.html#top-nav-bar,"Dongguan Golden Eagle Coil Co., Ltd.",,Ms. Yana Yu,Sales,"Tie Lu Keng Industrial Zone, Qi Shi Town",523506,China,Guangdong,Dongguan
109,"Xuyi Ou Ge Electronic Co., Ltd.",https://zsouge.en.alibaba.com/contactinfo.html,Gold Supplier,9,"Ferrite Core, Transformer, Bobbin",https://zsouge.en.alibaba.com/company_profile.html#top-nav-bar,"Xuyi Ou Ge Electronic Co., Ltd.",5.0,Ms. Fanny lin,,No.,518415,China,Guangdong,zhongshan
110,"Chengdu Dezhiheng Electronic Technology Co., Ltd.",https://cddzh.en.alibaba.com/contactinfo.html,Gold Supplier,3,"power transformer, high frequency transformer, EI transformer, toroidal transformer, voltage transformer",https://cddzh.en.alibaba.com/company_profile.html#top-nav-bar,"Chengdu Dezhiheng Electronic Technology Co., Ltd.",5.0,Mr. Dorain Gray,Sales,Chengdu Longtan  Industrial Zone Chenghong road No.26,610000,China,Sichuan,Chengdu
111,"Shenzhen LaiMan'er Technology Co., Ltd.",https://lme.en.alibaba.com/contactinfo.html,Gold Supplier,1,"transformer, Inductor, power supply, Electronic component, Magnetic component",https://lme.en.alibaba.com/company_profile.html#top-nav-bar,"Shenzhen LaiMan'er Technology Co., Ltd.",,Kuang Jin,,,,China,,
112,"Shenzhen Mingyuda Electronic Co., Ltd.",https://mingyudacn.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Transformer, Inductor",https://mingyudacn.en.alibaba.com/company_profile.html#top-nav-bar,"Shenzhen Mingyuda Electronic Co., Ltd.",,Ms. Jean Yang,Sales,"601-1, No. 22 Yangmen Industrial Park, Xili Town, Nanshan",518000,China,Guangdong,Shenzhen
